plan_region_name,plan_dc_name,code,plan_clustername,ClusterDC
West US 2,Quincy MWH01,2193445,NULL,NULL
East US 2,Boydton BN6,2193446,NULL,NULL
East US 2,Boydton BN6,2193447,NULL,NULL
Central US,Des Moines DSM05,2193448,NULL,NULL
Central US,Des Moines DSM05,2193449,NULL,NULL
West Central US,Cheyenne CYS04,2193450,NULL,NULL
West Central US,Cheyenne CYS04,2193451,NULL,NULL
West US 2,Quincy MWH01,2193452,NULL,NULL
West US 2,Quincy MWH01,2193453,NULL,NULL
East US 2,Boydton BN6,2193454,NULL,NULL
Central US,Des Moines DSM05,2193455,NULL,NULL
West Central US,Cheyenne CYS04,2193456,NULL,NULL
West US 2,Quincy MWH01,2193457,NULL,NULL
East US 2,Boydton BN6,2193458,NULL,NULL
East US 2,Boydton BN6,2193459,NULL,NULL
Central US,Des Moines DSM05,2193460,NULL,NULL
Central US,Des Moines DSM05,2193461,NULL,NULL
West Central US,Cheyenne CYS04,2193462,NULL,NULL
West Central US,Cheyenne CYS04,2193463,NULL,NULL
West US 2,Quincy MWH01,2193464,NULL,NULL
West US 2,Quincy MWH01,2193465,NULL,NULL
East US 2,Boydton BN6,2193466,NULL,NULL
Central US,Des Moines DSM05,2193467,NULL,NULL
West Central US,Cheyenne CYS04,2193468,NULL,NULL
West US 2,Quincy MWH01,2193469,NULL,NULL
East US 2,Boydton BN6,2193470,NULL,NULL
East US 2,Boydton BN6,2193471,NULL,NULL
Central US,Des Moines DSM05,2193472,NULL,NULL
Central US,Des Moines DSM05,2193473,NULL,NULL
West Central US,Cheyenne CYS04,2193474,NULL,NULL
West Central US,Cheyenne CYS04,2193475,NULL,NULL
West US 2,Quincy MWH01,2193476,NULL,NULL
West US 2,Quincy MWH01,2193477,NULL,NULL
East US 2,Boydton BN6,2193478,NULL,NULL
Central US,Des Moines DSM05,2193479,NULL,NULL
West Central US,Cheyenne CYS04,2193480,NULL,NULL
West US 2,Quincy MWH01,2193481,NULL,NULL
East US 2,Boydton BN6,2193482,NULL,NULL
East US 2,Boydton BN6,2193483,NULL,NULL
Central US,Des Moines DSM05,2193484,NULL,NULL
Central US,Des Moines DSM05,2193485,NULL,NULL
West Central US,Cheyenne CYS04,2193486,NULL,NULL
West Central US,Cheyenne CYS04,2193487,NULL,NULL
West US 2,Quincy MWH01,2193488,NULL,NULL
West US 2,Quincy MWH01,2193489,NULL,NULL
East US 2,Boydton BN6,2193490,NULL,NULL
Central US,Des Moines DSM05,2193491,NULL,NULL
West Central US,Cheyenne CYS04,2193492,NULL,NULL
West US 2,Quincy MWH01,2193493,NULL,NULL
East US 2,Boydton BN6,2193494,NULL,NULL
East US 2,Boydton BN6,2193495,NULL,NULL
Central US,Des Moines DSM05,2193496,NULL,NULL
Central US,Des Moines DSM05,2193497,NULL,NULL
West Central US,Cheyenne CYS04,2193498,NULL,NULL
West Central US,Cheyenne CYS04,2193499,NULL,NULL
West US 2,Quincy MWH01,2193500,NULL,NULL
West US 2,Quincy MWH01,2193501,NULL,NULL
Central US,Des Moines 3,2146320,NULL,NULL
Central US,Des Moines 3,2146321,NULL,NULL
West US 2,Quincy MWH01,2146345,NULL,NULL
NULL,Melbourne MEL01,2193624,NULL,NULL
NULL,Melbourne MEL01,2193625,NULL,NULL
NULL,Sydney SYD03,2193626,NULL,NULL
NULL,Sydney SYD03,2193627,NULL,NULL
NULL,Melbourne MEL01,2193628,NULL,NULL
NULL,Melbourne MEL01,2193629,NULL,NULL
NULL,Sydney SYD03,2193630,NULL,NULL
NULL,Sydney SYD03,2193631,NULL,NULL
NULL,Melbourne MEL01,2193632,NULL,NULL
NULL,Melbourne MEL01,2193633,NULL,NULL
NULL,Sydney SYD03,2193634,NULL,NULL
NULL,Sydney SYD03,2193635,NULL,NULL
West Central US,Cheyenne CYS05,2329325,NULL,NULL
USGov Arizona,Phoenix PHX21,2329326,NULL,NULL
Australia East,Sydney SYD21,2329327,NULL,NULL
China East,Shanghai A: China Telecom,2329328,NULL,NULL
UK South,London LON21,2329329,NULL,NULL
East US,Blue Ridge BL6,2329330,NULL,NULL
West Central US,Cheyenne CYS05,2329331,NULL,NULL
Australia Southeast,Melbourne MEL21,2329332,NULL,NULL
Australia Southeast,Melbourne MEL20,2329333,NULL,NULL
South Central US,San Antonio IDC6,2329334,NULL,NULL
West US 2,Quincy MWH02,2329335,NULL,NULL
UK South 2,London LON20,2329336,NULL,NULL
West Europe,Amsterdam AMS06,2329337,NULL,NULL
East US,Blue Ridge BL20,2329339,NULL,NULL
USGov Arizona,Phoenix PHX21,2329341,NULL,NULL
East US,Manassas MNZ20,2329342,NULL,NULL
Central India,Pune PNQ01,2329343,NULL,NULL
South India,Chennai MAA01,2329344,NULL,NULL
Korea South,Busan PUS20,2329345,NULL,NULL
Canada East,Quebec YQB20,2329346,NULL,NULL
USGov Iowa,Des Moines 2,2329347,NULL,NULL
East US 2,Boydton BN7,2329348,NULL,NULL
East US,Blue Ridge BL20,2329349,NULL,NULL
West US,Bay IDC5,2329351,NULL,NULL
Central US,Des Moines DSM06,2329352,NULL,NULL
Canada East,Quebec YQB20,2329353,NULL,NULL
UK South,London LON21,2329354,NULL,NULL
West Central US,Cheyenne CYS04,2329355,NULL,NULL
UK South,London LON21,2329356,NULL,NULL
East US,Blue Ridge BL20,2329357,NULL,NULL
East US,Manassas MNZ20,2329358,NULL,NULL
USGov Texas,San Antonio IDC5,2329359,NULL,NULL
East US,Blue Ridge BL20,2329360,NULL,NULL
Canada Central,Toronto YTO20,2329361,NULL,NULL
South Central US,San Antonio IDC6,2329363,NULL,NULL
Australia East,Sydney SYD21,2329364,NULL,NULL
East US,Manassas MNZ20,2329365,NULL,NULL
UK North,Durham,2329366,NULL,NULL
East US 2,Boydton BN8,2329367,NULL,NULL
West Europe,Amsterdam AMS20,2329368,NULL,NULL
Canada Central,Toronto YTO20,2329369,NULL,NULL
North Europe,Dublin DUB07,2329371,NULL,NULL
West Europe,Amsterdam AMS06,2329372,NULL,NULL
South Central US,San Antonio IDC6,2329373,NULL,NULL
West Europe,Amsterdam AMS06,2329374,NULL,NULL
West Europe,Amsterdam AMS06,2329375,NULL,NULL
Canada East,Quebec YQB20,2329376,NULL,NULL
West Central US,Cheyenne CYS04,2329377,NULL,NULL
UK South,London LON21,2329378,NULL,NULL
Brazil South,Campinas CPQ20,2329379,NULL,NULL
East US,Blue Ridge BL20,2329380,NULL,NULL
Canada Central,Toronto YTO21,2329381,NULL,NULL
West Europe,Amsterdam AMS06,2329382,NULL,NULL
South India,Chennai MAA01,2329383,NULL,NULL
Central India,Pune PNQ01,2329384,NULL,NULL
West Central US,Cheyenne CYS04,2329385,NULL,NULL
UK South,London LON21,2329386,NULL,NULL
Southeast Asia,Singapore SIN20,2329387,NULL,NULL
UK North,Durham,2329388,NULL,NULL
East US 2,Boydton BN7,2329389,NULL,NULL
West US 2,Quincy MWH02,2329390,NULL,NULL
West US 2,Quincy MWH02,2329391,NULL,NULL
USGov Arizona,Phoenix PHX21,2329392,NULL,NULL
South Central US,San Antonio IDC6,2329393,NULL,NULL
UK South,London LON21,2329394,NULL,NULL
West Europe,Amsterdam AMS20,2329395,NULL,NULL
Canada Central,Toronto YTO20,2329396,NULL,NULL
West US 2,Quincy MWH02,2329397,NULL,NULL
USGov Virginia,Boydton 1,2329398,NULL,NULL
USGov Arizona,Phoenix PHX21,2329399,NULL,NULL
Canada Central,Toronto YTO20,2329400,NULL,NULL
East US,Blue Ridge BL20,2329401,NULL,NULL
East US 2,Boydton BN7,2329402,NULL,NULL
West Central US,Cheyenne CYS04,2329403,NULL,NULL
Canada East,Quebec YQB20,2329404,NULL,NULL
USGov Arizona,Phoenix PHX21,2329405,NULL,NULL
West US 2,Quincy MWH02,2329406,NULL,NULL
West US,Bay IDC5,2329407,NULL,NULL
West US,Bay BY21,2329408,NULL,NULL
Central India,Pune PNQ01,2329409,NULL,NULL
UK South,London LON21,2329410,NULL,NULL
West US,Bay IDC5,2329411,NULL,NULL
West Europe,Amsterdam AMS06,2329412,NULL,NULL
East US 2,Boydton BN7,2329413,NULL,NULL
South India,Chennai MAA01,2329414,NULL,NULL
East US,Manassas MNZ20,2329415,NULL,NULL
USDoD Central,Des Moines 4,2329416,NULL,NULL
Central US,Des Moines DSM05,2329417,NULL,NULL
West Central US,Cheyenne CYS05,2329418,NULL,NULL
East US,Blue Ridge BL20,2329419,NULL,NULL
North Europe,Dublin DUB21,2329420,NULL,NULL
East US 2,Boydton BN7,2329421,NULL,NULL
USGov Virginia,Boydton 1,2329422,NULL,NULL
China East,Shanghai A: China Telecom,2329423,NULL,NULL
North Europe,Dublin IDC3,2329424,NULL,NULL
USGov Texas,San Antonio IDC5,2329425,NULL,NULL
UK West,Cardiff CWL20,2329426,NULL,NULL
Brazil South,Campinas CPQ02,2329427,NULL,NULL
Australia East,Sydney SYD21,2329428,NULL,NULL
UK South,London LON21,2329429,NULL,NULL
South Central US,San Antonio IDC6,2329430,NULL,NULL
North Europe,Dublin DUB21,2329431,NULL,NULL
North Central US,Chicago CHI21,2329432,NULL,NULL
South Central US,San Antonio IDC6,2329433,NULL,NULL
Japan East,Tokyo TYO22,2329434,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2329435,NULL,NULL
West US 2,Quincy MWH02,2329436,NULL,NULL
East US,Blue Ridge BL20,2329437,NULL,NULL
East Asia,Hong Kong 2,2329438,NULL,NULL
East US,Blue Ridge BL6,2329439,NULL,NULL
East US,Blue Ridge BL20,2329440,BLAPrdGPC10,BLA
UK South,London LON21,2329441,NULL,NULL
Japan West,Osaka OSA22,2329442,NULL,NULL
Japan East,Tokyo TYO22,2329443,NULL,NULL
West Europe,Amsterdam AMS06,2329444,NULL,NULL
South Central US,San Antonio IDC6,2329445,NULL,NULL
West Europe,Amsterdam AMS20,2329446,NULL,NULL
UK West,Cardiff CWL20,2329447,NULL,NULL
West Europe,Amsterdam AMS20,2329448,NULL,NULL
North Europe,Dublin DUB21,2329449,NULL,NULL
East US 2,Boydton BN7,2329450,NULL,NULL
Central US,Des Moines DSM06,2329451,NULL,NULL
UK West,Cardiff CWL20,2329452,NULL,NULL
Canada East,Quebec YQB20,2329454,NULL,NULL
East US,Blue Ridge BL20,2329455,NULL,NULL
East Asia,Hong Kong 2,2329456,NULL,NULL
Central US,Des Moines DSM05,2329457,NULL,NULL
UK South,London LON21,2329458,NULL,NULL
East US,Blue Ridge BL20,2329459,NULL,NULL
East US,Blue Ridge BL6,2329460,NULL,NULL
South India,Chennai MAA01,2329461,NULL,NULL
France Central,Paris PAR20,2329462,NULL,NULL
West US 2,Quincy MWH02,2329463,NULL,NULL
Korea South,Busan PUS20,2329464,NULL,NULL
West US 2,Quincy MWH02,2329465,NULL,NULL
Central US,Des Moines DSM05,2329466,NULL,NULL
East US,Blue Ridge BL6,2329467,NULL,NULL
USGov Arizona,Phoenix PHX21,2329468,NULL,NULL
East US,Manassas MNZ20,2329470,NULL,NULL
Australia East,Sydney SYD22,2329471,NULL,NULL
East US 2,Boydton BN8,2329472,NULL,NULL
USGov Virginia,Boydton BN8,2329473,NULL,NULL
West US,Bay BY21,2329474,NULL,NULL
Canada East,Quebec YQB20,2329475,NULL,NULL
Central India,Pune PNQ01,2329476,NULL,NULL
West Europe,Amsterdam AMS06,2329477,NULL,NULL
South Central US,San Antonio IDC6,2329478,NULL,NULL
Southeast Asia,Singapore IDC2,2329479,NULL,NULL
West US 2,Quincy MWH02,2329480,NULL,NULL
USGov Texas,San Antonio IDC5,2329482,NULL,NULL
Japan East,Tokyo TYO20,2329483,NULL,NULL
UK West,Cardiff CWL20,2329484,NULL,NULL
South Africa 1,Johannesburg JNB20,2329485,NULL,NULL
West Europe,Amsterdam AMS07,2329486,NULL,NULL
South India,Chennai MAA01,2329487,NULL,NULL
West Europe,Amsterdam AMS06,2329488,NULL,NULL
China East,Shanghai A: China Telecom,2329489,NULL,NULL
West US 2,Quincy MWH02,2329490,NULL,NULL
West US 2,Quincy MWH02,2329491,NULL,NULL
USGov Virginia,Boydton 1,2329492,NULL,NULL
East US,Manassas MNZ20,2329493,NULL,NULL
UK West,Cardiff CWL20,2329494,NULL,NULL
Australia Southeast,Melbourne MEL21,2329495,NULL,NULL
South Central US,San Antonio IDC6,2329496,NULL,NULL
France Central,Paris PAR20,2329497,NULL,NULL
Southeast Asia,Singapore IDC2,2329498,NULL,NULL
Canada Central,Toronto YTO21,2329499,NULL,NULL
West US,Bay BY24,2329500,NULL,NULL
UK South,London LON21,2329502,NULL,NULL
China East 2,Shanghai SHA20,2329503,NULL,NULL
Australia Southeast,Melbourne MEL20,2329504,NULL,NULL
East US,Blue Ridge BL20,2329505,NULL,NULL
East US,Blue Ridge BL20,2268670,NULL,NULL
West US 2,Quincy MWH01,2268671,NULL,NULL
Japan East,Tokyo TYO20,2268672,NULL,NULL
Australia Southeast,Melbourne MEL20,2268673,NULL,NULL
Japan East,Tokyo TYO21,2268674,NULL,NULL
Japan West,Osaka OSA20,2268675,NULL,NULL
West US,Bay BY21,2268676,NULL,NULL
West Europe,Amsterdam AMS05,2146476,AM5PrdApp28,AM5
Brazil South,Campinas CPQ02,2146643,CQ2PrdApp02,CQ2
West Central US,Cheyenne CYS04,2157442,NULL,NULL
West Central US,Cheyenne CYS04,2157443,NULL,NULL
West US 2,Quincy MWH01,2157444,NULL,NULL
West US 2,Quincy MWH01,2157445,NULL,NULL
Central US,Des Moines DSM05,2157446,NULL,NULL
Central US,Des Moines DSM05,2157447,NULL,NULL
West Central US,Cheyenne CYS04,2157448,NULL,NULL
West Central US,Cheyenne CYS04,2157449,NULL,NULL
West US 2,Quincy MWH01,2157450,NULL,NULL
West US 2,Quincy MWH01,2157451,NULL,NULL
Central US,Des Moines DSM05,2157452,NULL,NULL
Central US,Des Moines DSM05,2157453,NULL,NULL
West Central US,Cheyenne CYS04,2157454,NULL,NULL
West Central US,Cheyenne CYS04,2157455,NULL,NULL
West US 2,Quincy MWH01,2157456,NULL,NULL
West US 2,Quincy MWH01,2157457,NULL,NULL
Central US,Des Moines DSM05,2157458,NULL,NULL
Central US,Des Moines DSM05,2157459,NULL,NULL
West Central US,Cheyenne CYS04,2157460,NULL,NULL
West Central US,Cheyenne CYS04,2157461,NULL,NULL
West US 2,Quincy MWH01,2157462,NULL,NULL
West US 2,Quincy MWH01,2157463,NULL,NULL
Central US,Des Moines DSM05,2157464,NULL,NULL
Central US,Des Moines DSM05,2157465,NULL,NULL
West Central US,Cheyenne CYS04,2157466,NULL,NULL
West Central US,Cheyenne CYS04,2157467,NULL,NULL
West US 2,Quincy MWH01,2157468,NULL,NULL
West US 2,Quincy MWH01,2157469,NULL,NULL
Australia East,Sydney SYD03,2157494,NULL,NULL
Australia Southeast,Melbourne MEL01,2157495,NULL,NULL
East Asia,Hong Kong 2,2157536,NULL,NULL
APAC Southeast 2,Busan PUS01,2157555,NULL,NULL
APAC Southeast 2,Kuala Lumpur KUL01,2157556,NULL,NULL
Southeast Asia,Singapore IDC2,2157557,NULL,NULL
USGov Texas,San Antonio IDC5,2253456,NULL,NULL
USGov Iowa,Des Moines 2,2253457,NULL,NULL
North Central US,Chicago 4,2253458,NULL,NULL
East US 2,Boydton BN7,2253459,NULL,NULL
East US 2,Boydton BN7,2253460,NULL,NULL
East US,Blue Ridge BL20,2253461,NULL,NULL
East US,Blue Ridge BL20,2253462,NULL,NULL
East US,Blue Ridge BL20,2253463,NULL,NULL
East US 2,Boydton BN7,2253464,NULL,NULL
Central US,Des Moines DSM06,2253465,NULL,NULL
Brazil South,Campinas CPQ20,2253466,NULL,NULL
North Europe,Dublin DUB21,2253467,NULL,NULL
Canada Central,Toronto YTO20,2253468,NULL,NULL
Canada Central,Toronto YTO20,2253469,NULL,NULL
China East,Shanghai SHA03,2253470,NULL,NULL
Canada East,Quebec YQB20,2253471,NULL,NULL
Canada Central,Toronto YTO20,2253472,NULL,NULL
Brazil South,Campinas CPQ20,2253473,NULL,NULL
Brazil South,Campinas CPQ20,2253474,NULL,NULL
Australia Southeast,Melbourne MEL20,2253475,NULL,NULL
Australia Southeast,Melbourne MEL20,2253476,NULL,NULL
Australia East,Sydney SYD03,2253477,NULL,NULL
Australia East,Sydney SYD03,2253478,NULL,NULL
Southeast Asia,Singapore IDC2,2253479,NULL,NULL
Southeast Asia,Singapore IDC2,2253480,NULL,NULL
North Europe,Dublin DUB20,2253481,NULL,NULL
North Europe,Dublin DUB20,2253482,NULL,NULL
Canada East,Quebec YQB20,2253483,NULL,NULL
Brazil South,Campinas CPQ02,2253484,NULL,NULL
Brazil South,Campinas CPQ02,2253485,NULL,NULL
East US,Manassas MNZ20,2253486,NULL,NULL
East US,Manassas MNZ20,2253487,NULL,NULL
East US,Manassas MNZ20,2253488,NULL,NULL
Australia East,Sydney SYD03,2253489,NULL,NULL
Australia East,Sydney SYD03,2253490,NULL,NULL
Central US,Des Moines DSM06,2253491,NULL,NULL
West US,Bay IDC4,2253492,NULL,NULL
Central US,Des Moines DSM06,2253493,NULL,NULL
Southeast Asia,Singapore IDC2,2253494,NULL,NULL
East US,Manassas MNZ20,2253495,NULL,NULL
East US 2,Boydton BN7,2253496,NULL,NULL
Southeast Asia,Singapore IDC2,2253497,NULL,NULL
West Central US,Cheyenne CYS04,2253498,NULL,NULL
West US,Bay IDC4,2253499,NULL,NULL
China East,Shanghai SHA03,2253500,NULL,NULL
Southeast Asia,Singapore IDC2,2253501,NULL,NULL
China North,China Telecom: Yongfeng,2253502,NULL,NULL
Korea Central,Seoul SEL20,2253503,NULL,NULL
USDoD East,Boydton 3,2253504,NULL,NULL
Korea South,Busan PUS20,2253505,NULL,NULL
West US 2,Quincy MWH02,2253506,NULL,NULL
USDoD Central,Des Moines 3,2253507,NULL,NULL
Japan West,Osaka OSA21,2253508,NULL,NULL
West US,Bay BY21,2253509,NULL,NULL
West Europe,Amsterdam AMS23,2253510,NULL,NULL
Japan West,Osaka OSA21,2253511,NULL,NULL
West US,Bay BY21,2253512,NULL,NULL
North Europe,Dublin DUB20,2253513,NULL,NULL
Central US,Des Moines DSM08,2253514,NULL,NULL
West US,Bay BY21,2253515,NULL,NULL
West India,Mumbai BOM20,2253516,NULL,NULL
Central US,Des Moines DSM06,2253517,NULL,NULL
UK West,Cardiff CWL20,2253518,NULL,NULL
South Central US,San Antonio IDC6,2253519,NULL,NULL
South Central US,San Antonio IDC6,2253520,NULL,NULL
South Central US,San Antonio IDC1,2253521,NULL,NULL
East US,Blue Ridge BL6,2253522,NULL,NULL
USDoD Southwest,NULL,2253523,NULL,NULL
North Europe,Dublin-DB5,2253524,NULL,NULL
Germany Central,Frankfurt FRA21,2253525,NULL,NULL
West US,Bay BY22,2253526,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2253527,NULL,NULL
South Central US,San Antonio IDC4,2253528,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2253529,NULL,NULL
USGov Virginia,Boydton 3,2253530,NULL,NULL
Central India,Pune PNQ01,2253531,NULL,NULL
South India,Chennai MAA20,2253532,NULL,NULL
South India,Chennai MAA01,2253533,NULL,NULL
Japan East,Tokyo TYO01,2253534,NULL,NULL
West US,Bay IDC4,2253535,NULL,NULL
Japan East,Tokyo TYO01,2253536,NULL,NULL
China East,Shanghai SHA03,2253537,NULL,NULL
China East,Shanghai SHA03,2253538,NULL,NULL
China North,China Telecom: Yongfeng,2253539,NULL,NULL
North Europe,Dublin DUB24,2253540,NULL,NULL
West Europe,Amsterdam AMS20,2253541,NULL,NULL
North Europe,Dublin DUB20,2253542,NULL,NULL
West India,Mumbai BOM01,2253543,NULL,NULL
North Europe,Dublin DUB21,2253544,NULL,NULL
Central India,Pune PNQ01,2253545,NULL,NULL
USDoD South Central,NULL,2253546,NULL,NULL
West Europe,Amsterdam AMS06,2253547,NULL,NULL
UK South,London LON21,2253548,NULL,NULL
West Europe,Amsterdam AMS06,2253549,NULL,NULL
West Europe,Amsterdam AMS20,2253550,NULL,NULL
West Europe,Amsterdam AMS06,2253551,NULL,NULL
West Europe,Amsterdam AMS20,2253552,NULL,NULL
Australia East,Sydney SYD20,2253553,NULL,NULL
UK West,Cardiff CWL20,2253554,NULL,NULL
Brazil South,Campinas CPQ02,2253555,NULL,NULL
Brazil South,Campinas CPQ02,2253556,NULL,NULL
West US 2,Quincy MWH02,2253557,NULL,NULL
Australia Southeast,Melbourne MEL01,2253558,NULL,NULL
Australia Southeast,Melbourne MEL01,2253559,NULL,NULL
Australia East,Sydney SYD03,2253560,NULL,NULL
Australia Southeast,Melbourne MEL20,2253561,NULL,NULL
Australia East,Sydney SYD03,2253562,NULL,NULL
Australia Southeast,Melbourne MEL20,2253563,NULL,NULL
West US,Bay IDC5,2253564,NULL,NULL
Southeast Asia,Singapore IDC2,2253565,NULL,NULL
West US,Bay IDC4,2253566,NULL,NULL
Southeast Asia,Singapore IDC2,2253567,NULL,NULL
West US,Bay IDC4,2253568,NULL,NULL
North Europe,Dublin-DB5,2253569,NULL,NULL
China North,China Telecom: Yongfeng,2253570,NULL,NULL
West US,Bay IDC4,2253571,NULL,NULL
North Europe,Dublin DUB24,2253572,NULL,NULL
North Europe,Dublin DUB24,2253573,NULL,NULL
Brazil South,Campinas CPQ20,2253574,NULL,NULL
Brazil South,Campinas CPQ20,2253575,NULL,NULL
China East,Shanghai SHA03,2253576,NULL,NULL
China East,Shanghai SHA03,2253577,NULL,NULL
South Central US,San Antonio SAT09,2253578,NULL,NULL
North Europe,Dublin-DB5,2253579,NULL,NULL
South Central US,San Antonio SAT09,2253580,NULL,NULL
North Central US,Chicago CHI21,2253581,NULL,NULL
USGov Wyoming,Cheyenne-CYS01,2253582,NULL,NULL
Southeast Asia,Singapore IDC2,2253583,NULL,NULL
North Central US,Chicago CHI21,2253584,NULL,NULL
Southeast Asia,Singapore IDC2,2253585,NULL,NULL
USGov Virginia,Boydton 1,2253586,NULL,NULL
Southeast Asia,Singapore IDC2,2253587,NULL,NULL
USGov Virginia,Boydton 1,2253588,NULL,NULL
West US 2,Quincy MWH02,2253589,NULL,NULL
East US 2,Boydton BN8,2253590,NULL,NULL
West US,Bay IDC4,2253591,NULL,NULL
USGov Iowa,Des Moines 2,2253592,NULL,NULL
West Central US,Cheyenne CYS04,2253593,NULL,NULL
West US,Bay IDC4,2253594,NULL,NULL
West US,Bay IDC4,2253595,NULL,NULL
Australia East,Sydney SYD03,2253596,NULL,NULL
Southeast Asia,Singapore IDC2,2253597,NULL,NULL
Australia East,Sydney SYD03,2253598,NULL,NULL
East Asia,Hong Kong HKG20,2253599,NULL,NULL
Southeast Asia,Singapore IDC2,2253600,NULL,NULL
West US 2,Quincy MWH02,2253601,NULL,NULL
West Central US,Cheyenne CYS04,2253602,NULL,NULL
USDoD East,Boydton 3,2253603,NULL,NULL
USDoD Central,Des Moines 3,2253604,NULL,NULL
West US,Bay IDC5,2253605,NULL,NULL
East US,Blue Ridge BL5,2253606,NULL,NULL
East US,Blue Ridge BL5,2253607,NULL,NULL
East US 2,Boydton BN8,2253608,NULL,NULL
South Central US,San Antonio IDC6,2253609,NULL,NULL
Central US,Des Moines DSM08,2253610,NULL,NULL
Central US,Des Moines DSM08,2253611,NULL,NULL
South Central US,San Antonio IDC6,2253612,NULL,NULL
East US,Blue Ridge BL5,2253613,NULL,NULL
North Central US,Chicago CHI21,2253614,NULL,NULL
East US,Blue Ridge BL5,2253615,NULL,NULL
West US,Bay IDC5,2253616,NULL,NULL
South Central US,San Antonio IDC6,2253617,NULL,NULL
South Central US,San Antonio IDC6,2253618,NULL,NULL
Central US,Des Moines DSM08,2253619,NULL,NULL
East US 2,Boydton BN6,2253620,NULL,NULL
USGov Iowa,Des Moines 2,2253621,NULL,NULL
USGov Virginia,Boydton 1,2253622,NULL,NULL
North Central US,Chicago CHI21,2253623,NULL,NULL
South Central US,San Antonio SAT09,2253624,NULL,NULL
South Central US,San Antonio SAT09,2253625,NULL,NULL
South Central US,San Antonio SAT09,2253626,NULL,NULL
USGov Wyoming,Cheyenne-CYS01,2253627,NULL,NULL
USGov Virginia,Boydton 3,2253628,NULL,NULL
North Central US,Chicago 4,2253629,NULL,NULL
East US 2,Boydton BN7,2253630,NULL,NULL
Germany Central,Frankfurt FRA21,2253631,NULL,NULL
